SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
2_555,2_555_c_00,No! You let go! How come it's always us left in the field holding the ball?,ROSS,FRIENDS,,
2_555,2_555_c_01,I don't know. I guess the other people just don't care enough.,MONICA,FRIENDS,,
2_555,2_555_u,Hey! It's starting to snow.,ROSS,FRIENDS,0,NONE
2_556,2_556_c_00,"When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee.",PERSON,FRIENDS,,
2_556,2_556_u,"Joey if I go first, I want to be looking for my keys",CHANDLER,FRIENDS,1,ILL
2_557,2_557_c_00,"Ross, can I talk to you for a minute?",PERSON1,FRIENDS,,
2_557,2_557_c_01,"Yes, please!  So, what's going on?",ROSS,FRIENDS,,
2_557,2_557_c_02,"Uh, well... Joey and I broke up.",PERSON1,FRIENDS,,
2_557,2_557_u,"Oh my God, wh-what happened?",ROSS,FRIENDS,0,NONE
2_558,2_558_c_00,Oh wait! Stop! Stop! Stop!,MONICA,FRIENDS,,
2_558,2_558_c_01,Oh I'm sorry! Do you need a break?,CHANDLER,FRIENDS,,
2_558,2_558_c_02,My boots in tan! Hey! Can you get a little closer so I can see the price?,MONICA,FRIENDS,,
2_558,2_558_u,I can see it from right here. It'll cost you one husband.,CHANDLER,FRIENDS,1,PRO
2_559,2_559_c_00,"Well, you-you coulda just turned the cushion over.",MONICA,FRIENDS,,
2_559,2_559_c_01,"Yeah, I would've except I had a big spaghetti stain on the other side.",PHOEBE,FRIENDS,,
2_559,2_559_u,What?!?!,MONICA,FRIENDS,0,NONE
2_56,2_56_c_00,"I knew it, wow!!",PERSON,FRIENDS,,
2_56,2_56_c_01,"Wait-wait-wait, wait! Puppies. Cute or ugly?",PHOEBE,FRIENDS,,
2_56,2_56_c_02,"Ohh, so cute.",PERSON,FRIENDS,,
2_56,2_56_u,"Uh-huh, well! But umm, still I'm-I'm mad at you.",PHOEBE,FRIENDS,0,NONE
2_560,2_560_c_00,"And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"".",PHOEBE,FRIENDS,,
2_560,2_560_u,So now I have to go so he'll think that I'm totally ok with seeing him!,PHOEBE,FRIENDS,1,PRO
2_562,2_562_c_00,"Hey. What, what are you doing here?",JOEY,FRIENDS,,
2_562,2_562_c_01,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...",PHOEBE,FRIENDS,,
2_562,2_562_u,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",JOEY,FRIENDS,0,NONE
2_564,2_564_c_00,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",CHANDLER,FRIENDS,,
2_564,2_564_c_01,"Well, goodbye Chandler. I had a great blackout.  See ya.",PERSON,FRIENDS,,
2_564,2_564_c_02,"Hi, um, I'm account number 7143457.",CHANDLER,FRIENDS,,
2_564,2_564_u,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",CHANDLER,FRIENDS,0,NONE
2_567,2_567_c_00,"So uh, does it do anything uh special?",ROSS,FRIENDS,,
2_567,2_567_u,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",CHANDLER,FRIENDS,1,EMB
2_569,2_569_c_00,"Yeah! Now, why do you want to kill yourself?",PHOEBE,FRIENDS,,
2_569,2_569_c_01,"It's just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",PERSON,FRIENDS,,
2_569,2_569_u,Chandler?,PHOEBE,FRIENDS,0,NONE
2_570,2_570_c_00,Hey Ross I was wondering.,CHANDLER,FRIENDS,,
2_570,2_570_u,"Oh my god, where are all the men?",CHANDLER,FRIENDS,0,NONE
2_572,2_572_c_00,"I know, they're gonna be sp happy together",PHOEBE,FRIENDS,,
2_572,2_572_c_01,"Ohh ..   I mean two best friends falling in love, how often does that happen?",RACHEL,FRIENDS,,
2_572,2_572_c_02,Not,PHOEBE,FRIENDS,,
2_572,2_572_u,No! I'm so happy for them!,RACHEL,FRIENDS,0,NONE
2_573,2_573_c_00,"Look I drew a sketch of how we are gonna do it ok? Rach, that's you, that's the couch",ROSS,FRIENDS,,
2_573,2_573_c_01,What's that?,RACHEL,FRIENDS,,
2_573,2_573_c_02,"Oh, that's me.",ROSS,FRIENDS,,
2_573,2_573_c_03,Wow! Certainly think a lot of yourself.,RACHEL,FRIENDS,,
2_573,2_573_c_04,"No, that's my arm.",ROSS,FRIENDS,,
2_573,2_573_u,"Oh I see, I thought you just really really liked your new couch.",CHANDLER,FRIENDS,1,ILL
2_574,2_574_c_00,Pickin up wedding dresses. Wapah.,CHANDLER,FRIENDS,,
2_574,2_574_c_01,Whats wapah,ROSS,FRIENDS,,
2_574,2_574_c_02,"You now, whipped. Wapah",CHANDLER,FRIENDS,,
2_574,2_574_c_03,"That's not whipped,",JOEY,FRIENDS,,
2_574,2_574_c_04,"That's what I did, wapah.",CHANDLER,FRIENDS,,
2_574,2_574_u,You can't do anything.,JOEY,FRIENDS,0,NONE
2_575,2_575_c_00,Wow! This girl is good.,JOEY,FRIENDS,,
2_575,2_575_c_01,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",PHOEBE,FRIENDS,,
2_575,2_575_c_02,I like her.,CHANDLER,FRIENDS,,
2_575,2_575_u,Why? Because she can sing and play guitar and do both at the same time?,PHOEBE,FRIENDS,1,ILL
2_576,2_576_c_00,"Oh Monica, we are so sorry.",RACHEL,FRIENDS,,
2_576,2_576_c_01,For what?,MONICA,FRIENDS,,
2_576,2_576_c_02,"Well first, for forgetting to throw you a bridal shower.",RACHEL,FRIENDS,,
2_576,2_576_u,And then for forgetting to invite you to it.,PHOEBE,FRIENDS,0,NONE
2_577,2_577_c_00,It's one more thing in my life that's suddenly completely different. This is hard.,RACHEL,FRIENDS,,
2_577,2_577_c_01,Yeah I know.,ROSS,FRIENDS,,
2_577,2_577_u,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",ROSS,FRIENDS,0,NONE
2_579,2_579_c_00,"One, two, three, four! You know the song! Sing along! So?",ROSS,FRIENDS,,
2_579,2_579_u,No!,MONICA,FRIENDS,0,NONE
2_58,2_58_c_00,Welcome back!,PERSON,FRIENDS,,
2_58,2_58_c_01,Hey!  Can we pick up where we left off?,PHOEBE,FRIENDS,,
2_58,2_58_c_02,"I don't know, I'm still pretty tired out from this afternoon.",PERSON,FRIENDS,,
2_58,2_58_u,Why?,PHOEBE,FRIENDS,0,NONE
2_581,2_581_c_00,"Quack quack, quack quack, quack quack.",JOEY,FRIENDS,,
2_581,2_581_u,"We were wondering what was taking so long with the gift, but now we understand you were doing this.",CHANDLER,FRIENDS,1,PRO
2_583,2_583_c_00,Look out! You almost crushed my hat,JOEY,FRIENDS,,
2_583,2_583_c_01,Sorry,ROSS,FRIENDS,,
2_583,2_583_u,And the bunny got away!,CHANDLER,FRIENDS,1,ILL
2_585,2_585_c_00,So theoretically we could download our thoughts and our memories into this computer... ...,ROSS,FRIENDS,,
2_585,2_585_c_01,and live forever as a machine!,PERSON,FRIENDS,,
2_585,2_585_c_02,"That's so Janine, you-you-you know what, do you know we're doing right now?",ROSS,FRIENDS,,
2_585,2_585_u,"You and I, we're interfacing.",ROSS,FRIENDS,0,NONE
2_586,2_586_c_00,"You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.",PHOEBE,FRIENDS,,
2_586,2_586_u,"See now that I see crying over, but Bambi, is a cartoon.",CHANDLER,FRIENDS,1,PRO
2_587,2_587_c_00,Have you found her?,BLANCHE,GOLDENGIRLS,,
2_587,2_587_u,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",DOROTHY,GOLDENGIRLS,1,PRO
2_588,2_588_c_00,"Well, why don't you tell me what you're supposed to be! Huh? Because I sure as hell can't figure it out!",JOEY,FRIENDS,,
2_588,2_588_u,I talk to you and nothin'.,JOEY,FRIENDS,0,NONE
2_589,2_589_c_00,I am sorry I think I can walk the rest of the way now just give me my boots.,MONICA,FRIENDS,,
2_589,2_589_c_01,I don't have your boots,CHANDLER,FRIENDS,,
2_589,2_589_c_02,"Well I don't have them either, where are they?",MONICA,FRIENDS,,
2_589,2_589_u,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,CHANDLER,FRIENDS,1,EMB
2_590,2_590_c_00,"Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?",JOEY,FRIENDS,,
2_590,2_590_c_01,"Yeah, sure. Umm .. here.",RACHEL,FRIENDS,,
2_590,2_590_c_02,Great.  You got anything that's not,JOEY,FRIENDS,,
2_590,2_590_u,"Yeah, I don't think so Joe.",RACHEL,FRIENDS,0,NONE
2_591,2_591_c_00,We thought you might like to join us for dinner?,DOROTHY,GOLDENGIRLS,,
2_591,2_591_c_01,I get the feeling Dorothy that you might be a little mad at me. Why is that?,SOPHIA,GOLDENGIRLS,,
2_591,2_591_u,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",DOROTHY,GOLDENGIRLS,0,NONE
2_594,2_594_c_00,No! He blew us off!,JOEY,FRIENDS,,
2_594,2_594_c_01,What?!,ROSS,FRIENDS,,
2_594,2_594_c_02,I know!,JOEY,FRIENDS,,
2_594,2_594_u,I can't believe it.  Can I tell you something? I'm a little mad at him now.,ROSS,FRIENDS,0,NONE
2_595,2_595_c_00,"So Rachel called, wants to see me. Going over in a minute.",ROSS,FRIENDS,,
2_595,2_595_c_01,"Wow, what do you think she wants?",JOEY,FRIENDS,,
2_595,2_595_c_02,"Well, maybe the crazy fog has lifted and she realizes that life without me a sucks.",ROSS,FRIENDS,,
2_595,2_595_c_03,"Its possible, you are very lovable.",CHANDLER,FRIENDS,,
2_595,2_595_u,I'd miss you if I broke up with you. Just trying to be supportive.,CHANDLER,FRIENDS,0,NONE
2_596,2_596_c_00,I am having a bit of trouble telling when people are sarcastic.,SCOTT,SARCASMOHOLICS,,
2_596,2_596_u,Noooo. Really?,MEMBER-BOY,SARCASMOHOLICS,1,ILL
2_598,2_598_c_00,After the party I saw Rachel kissing that jerk from her office out on your balcony.,ROSS,FRIENDS,,
2_598,2_598_u,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",CHANDLER,FRIENDS,1,PRO
2_599,2_599_c_00,I am not talking to you,DOROTHY,GOLDENGIRLS,,
2_599,2_599_c_01,I guess you are still upset with me about last night aren't you?,BLANCHE,GOLDENGIRLS,,
2_599,2_599_u,No I am upset because crocodin turbs are wearing darker colors.,DOROTHY,GOLDENGIRLS,1,PRO
2_602,2_602_c_00,You wanna hear something that sucks.,MONICA,FRIENDS,,
2_602,2_602_c_01,Do I ever.,CHANDLER,FRIENDS,,
2_602,2_602_c_02,Chris says they're closing down the bar.,MONICA,FRIENDS,,
2_602,2_602_u,No way!,CHANDLER,FRIENDS,0,NONE
2_604,2_604_c_00,"Hi Dorothy, cooking?",ROSE,GOLDENGIRLS,,
2_604,2_604_u,"No Rose, I am developing pictures from the magellan space probe",DOROTHY,GOLDENGIRLS,1,PRO
2_607,2_607_c_00,Okay.,CHANDLER,FRIENDS,,
2_607,2_607_c_01,"Listen uh, could you put Kathy on, I wanna apologize.",JOEY,FRIENDS,,
2_607,2_607_c_02,Oh yeah man.  Joey.,CHANDLER,FRIENDS,,
2_607,2_607_u,Hey.,PERSON,FRIENDS,0,NONE
2_608,2_608_c_00,Did I go to this school?,CHANDLER,FRIENDS,,
2_608,2_608_c_01,"Hey, there's Missy Goldberg. You gotta remember her.",ROSS,FRIENDS,,
2_608,2_608_c_02,"Sure, nice.",CHANDLER,FRIENDS,,
2_608,2_608_c_03,Dude. You're married to my sister.,ROSS,FRIENDS,,
2_608,2_608_u,"You are right, by saying nice, I am virtually licking her.",CHANDLER,FRIENDS,1,PRO
2_609,2_609_c_00,"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour.",RACHEL,FRIENDS,,
2_609,2_609_c_01,It's Lafite. The '74 Latour is actually drinking quite nicely.,PHOEBE,FRIENDS,,
2_609,2_609_c_02,"All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong.",RACHEL,FRIENDS,,
2_609,2_609_u,I just called a friend of mine.,PERSON,FRIENDS,0,NONE
2_611,2_611_c_00,Why?!!,PERSON,FRIENDS,,
2_611,2_611_c_01,"Uh well umm .. we're just not in that place, y'know? But we're very excited about this.",ROSS,FRIENDS,,
2_611,2_611_c_02,Oh. Well then shut me up.,PERSON,FRIENDS,,
2_611,2_611_u,Just tell me how.,RACHEL,FRIENDS,1,PRO
2_612,2_612_c_00,Isn't she happy here?,ROSE,GOLDENGIRLS,,
2_612,2_612_c_01,I think she will be happy with Gloria,DOROTHY,GOLDENGIRLS,,
2_612,2_612_c_02,What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.,ROSE,GOLDENGIRLS,,
2_612,2_612_u,"I don't know Rose, maybe Marry Poppins has an Italian cousin.",DOROTHY,GOLDENGIRLS,1,PRO
2_615,2_615_c_00,"Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess.",CHANDLER,FRIENDS,,
2_615,2_615_u,"Hi, Joey. Well well, look what you brought. Very nice.",PERSON,FRIENDS,0,NONE
2_617,2_617_c_00,How do you feel?,PHOEBE,FRIENDS,,
2_617,2_617_c_01,"Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",CHANDLER,FRIENDS,,
2_617,2_617_c_02,"Okay, so I totally took care of the baby by my self",PHOEBE,FRIENDS,,
2_617,2_617_u,And protected them from a tornado?,CHANDLER,FRIENDS,1,ILL
2_622,2_622_c_00,"Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.",ROSS,FRIENDS,,
2_622,2_622_u,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",CHANDLER,FRIENDS,1,PRO
2_623,2_623_c_00,Chandler?,PHOEBE,FRIENDS,,
2_623,2_623_c_01,Hey! Ah!,CHANDLER,FRIENDS,,
2_623,2_623_c_02,What do you think?,MONICA,FRIENDS,,
2_623,2_623_c_03,I think I can see your scalp!,CHANDLER,FRIENDS,,
2_623,2_623_u,What do you know? Its a treat for the eyes and the ears.,CHANDLER,FRIENDS,1,ILL
2_626,2_626_c_00,"All right, y'know what, we've been talking about London too much haven't we?",CHANDLER,FRIENDS,,
2_626,2_626_c_01,I'm sorry. It's just 'cause I couldn't be there.,PHOEBE,FRIENDS,,
2_626,2_626_u,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",PHOEBE,FRIENDS,0,NONE
2_627,2_627_c_00,What?,PERSON,FRIENDS,,
2_627,2_627_c_01,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my people magzie come on saturday",MONICA,FRIENDS,,
2_627,2_627_u,"Whoa, whoa, whoa.",PERSON,FRIENDS,0,NONE
2_65,2_65_c_00,"Nothing, nothing.",PERSON,FRIENDS,,
2_65,2_65_c_01,"Aaaah, what's wrong, c'mon.",PHOEBE,FRIENDS,,
2_65,2_65_c_02,"It's, I mean, it's nothing, I'm fine.",PERSON,FRIENDS,,
2_65,2_65_u,It's my friends.,PHOEBE,FRIENDS,0,NONE
2_66,2_66_c_00,What are you doing?,JOEY,FRIENDS,,
2_66,2_66_c_01,Key is stuck in the lock.,CHANDLER,FRIENDS,,
2_66,2_66_c_02,"I could fix it hold on hold on, watch out watch out.",JOEY,FRIENDS,,
2_66,2_66_c_03,It still doesn't work!,CHANDLER,FRIENDS,,
2_66,2_66_c_04,I am not finished.,JOEY,FRIENDS,,
2_66,2_66_u,"Nice jon Joe, you are quite the craftsman!",CHANDLER,FRIENDS,1,ILL
2_69,2_69_c_00,"You said, you wanna come in for some lemonade?",JOEY,FRIENDS,,
2_69,2_69_c_01,So?!,MONICA,FRIENDS,,
2_69,2_69_c_02,"Whoa, ah!! We're you just gonna give me some lemonade?",JOEY,FRIENDS,,
2_69,2_69_c_03,Yeah huh!!,MONICA,FRIENDS,,
2_69,2_69_u,Cover yourself up!,MONICA,FRIENDS,0,NONE
2_7,2_7_c_00,You roll another hard eight and we get married here tonight.,CHANDLER,FRIENDS,,
2_7,2_7_c_01,Are you serious?!,MONICA,FRIENDS,,
2_7,2_7_c_02,Yes! I love you!,CHANDLER,FRIENDS,,
2_7,2_7_u,I've never loved anybody as much as I love you.,MONICA,FRIENDS,0,NONE
2_71,2_71_c_00,"Oh so pretty, this must have cost him a fortune.",PHOEBE,FRIENDS,,
2_71,2_71_c_01,"Oh c'mon Ross, remember back in college when he fell in love with Carol and bought the ridiculosly expensive crustal duck?",CHANDLER,FRIENDS,,
2_71,2_71_c_02,What did you just say?,RACHEL,FRIENDS,,
2_71,2_71_c_03,Crustal duck.,CHANDLER,FRIENDS,,
2_71,2_71_c_04,"No, no, no, the love part? Oh my god!",RACHEL,FRIENDS,,
2_71,2_71_u,"That̥s good, just keep rubbing your head. That will turn back time",JOEY,FRIENDS,1,ILL
2_72,2_72_c_00,"No, come on don't start. Ouch!",ROSS,FRIENDS,,
2_72,2_72_c_01,What?,PERSON,FRIENDS,,
2_72,2_72_c_02,Stupid balls are in the way.,ROSS,FRIENDS,,
2_72,2_72_u,Oh well. It probably would've been the most constructive solution.,ROSS,FRIENDS,0,NONE
2_73,2_73_c_00,"Okay, I am officially unpacked. Thanks for helping me man. Joey?",CHANDLER,FRIENDS,,
2_73,2_73_u,"Oh my god, you almost gave me a heart attack!",CHANDLER,FRIENDS,1,ILL
2_74,2_74_c_00,"Wait don̥t leave me, what will I do if they come back?",ROSE,GOLDENGIRLS,,
2_74,2_74_u,Show them your slides of Hawaii,DOROTHY,GOLDENGIRLS,1,PRO
2_77,2_77_c_00,Uh-huh.,RACHEL,FRIENDS,,
2_77,2_77_c_01,That sounds great!,PHOEBE,FRIENDS,,
2_77,2_77_c_02,Hey!,JOEY,FRIENDS,,
2_77,2_77_u,"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",MONICA,FRIENDS,0,NONE
2_78,2_78_c_00,"Honey, you remember my boss Doug right?",CHANDLER,FRIENDS,,
2_78,2_78_c_01,"Yes, hi.",MONICA,FRIENDS,,
2_78,2_78_c_02,"Hi. So good news, the divorce is final. I signed the papers this A.M.",PERSON,FRIENDS,,
2_78,2_78_u,"I didn't know you and Carol were getting divorced, I'm sorry.",CHANDLER,FRIENDS,0,NONE
2_79,2_79_c_00,"Oh, great. Although I did sit down where there wasn't a chair.",RACHEL,FRIENDS,,
2_79,2_79_c_01,"By the way, Ross dropped by a box of your stuff.",MONICA,FRIENDS,,
2_79,2_79_c_02,"Oh, well, I guess I had that one coming.",RACHEL,FRIENDS,,
2_79,2_79_u,"I'm just gonna throw it out, it's probably just a bunch of shampoo and...",RACHEL,FRIENDS,0,NONE
2_8,2_8_c_00,"I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.",CHANDLER,FRIENDS,,
2_8,2_8_c_01,"Hi, here's the deal. We lost a carseat on a bus today.",JOEY,FRIENDS,,
2_8,2_8_u,"It's white plastic, with a handle, and it fits onto a stroller.",JOEY,FRIENDS,0,NONE
2_84,2_84_c_00,Two week straight and she hasn't smoked since.,RACHEL,FRIENDS,,
2_84,2_84_c_01,So how did you guys meet?,MONICA,FRIENDS,,
2_84,2_84_c_02,"Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.",PERSON1,FRIENDS,,
2_84,2_84_c_03,And he was my best student.,PERSON2,FRIENDS,,
2_84,2_84_c_04,Yes she was my best teacher.,PERSON1,FRIENDS,,
2_84,2_84_u,"If that doesn't keep kids in school, what will?",CHANDLER,FRIENDS,1,PRO
2_86,2_86_c_00,"See, if I am not buried with that ring then my spirit is going to wander the nether world for all eternity",PHOEBE,FRIENDS,,
2_86,2_86_c_01,"Okay, that's enough honey!",CHANDLER,FRIENDS,,
2_86,2_86_c_02,I don't know. Let me see the ring.,PERSON,FRIENDS,,
2_86,2_86_u,"Great! Okay, here.",CHANDLER,FRIENDS,0,NONE
2_87,2_87_c_00,"Uhh, the ball thing.",JOEY,FRIENDS,,
2_87,2_87_c_01,Yeah?,ROSS,FRIENDS,,
2_87,2_87_c_02,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",JOEY,FRIENDS,,
2_87,2_87_u,Yeah it would!,ROSS,FRIENDS,0,NONE
2_88,2_88_c_00,Hi! What are you doing here?,RACHEL,FRIENDS,,
2_88,2_88_c_01,"Ah y'know, this building is on my paper route so I...",ROSS,FRIENDS,,
2_88,2_88_u,Oh.,RACHEL,FRIENDS,0,NONE
2_89,2_89_c_00,"We clinked at the glasses, Stan gave me a toy smile and I winked at him",DOROTHY,GOLDENGIRLS,,
2_89,2_89_c_01,And then I gulped down the champaigne in one go,DOROTHY,GOLDENGIRLS,,
2_89,2_89_c_02,And it didn't go sdown smoothly,DOROTHY,GOLDENGIRLS,,
2_89,2_89_c_03,Later Stan told me that he put my engagement ring in the bottom of the glass,DOROTHY,GOLDENGIRLS,,
2_89,2_89_c_04,It turned up three days later.,DOROTHY,GOLDENGIRLS,,
2_89,2_89_c_05,Where did it turn up Dorothy?,ROSE,GOLDENGIRLS,,
2_89,2_89_u,On the home shopping network,DOROTHY,GOLDENGIRLS,1,PRO
2_9,2_9_c_00,Shall I set this down someplace?,ROSE,GOLDENGIRLS,,
2_9,2_9_u,"No Rose, go to the corner and open a stand",DOROTHY,GOLDENGIRLS,1,ILL
2_91,2_91_c_00,"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",PERSON,FRIENDS,,
2_91,2_91_c_01,See?,MONICA,FRIENDS,,
2_91,2_91_c_02,"Yeah, that's the same as ""it has something to do with wind"".",CHANDLER,FRIENDS,,
2_91,2_91_u,"Alright, I'm gonna go pick up a few things for the trip.",MONICA,FRIENDS,0,NONE
2_92,2_92_c_00,Anybody know a good tailor?,CHANDLER,FRIENDS,,
2_92,2_92_c_01,You needs some clothes altered?,JOEY,FRIENDS,,
2_92,2_92_u,"No, no, I am just looking for a man to draw on me with chalk.",CHANDLER,FRIENDS,1,PRO
2_94,2_94_c_00,I can't believe you'd rather go out with him than me.,ROSS,FRIENDS,,
2_94,2_94_c_01,"Would you excuse me, please? I'm trying to have a date here.",RACHEL,FRIENDS,,
2_94,2_94_c_02,"Fine, just stop thinking about me.",ROSS,FRIENDS,,
2_94,2_94_u,"Can't do it, can you?",ROSS,FRIENDS,0,NONE
2_96,2_96_c_00,"Y'know, y'know I'm lookin' and I don't think anyone's home here. I say we just break the window, crawl through, and-and y'know explain later. Yeah?",ROSS,FRIENDS,,
2_96,2_96_c_01,Really? No one's home?,JOEY,FRIENDS,,
2_96,2_96_u,I don't think so. Hello?  When you get in there,ROSS,FRIENDS,0,NONE
2_97,2_97_c_00,Definitely!,PHOEBE,FRIENDS,,
2_97,2_97_c_01,"Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",RACHEL,FRIENDS,,
2_97,2_97_u,It would be nice to have a little guarantee though.,RACHEL,FRIENDS,1,PRO
3_S01E01_128,3_S01E01_128_c_0,"Look at this place, it's a shithole.",-,SV,,
3_S01E01_128,3_S01E01_128_c_1,Uh-oh.,-,SV,,
3_S01E01_128,3_S01E01_128_c_2,Here's another one.,-,SV,,
3_S01E01_128,3_S01E01_128_c_3,"Miss Palo Alto, 2K14.",-,SV,,
3_S01E01_128,3_S01E01_128_c_4,There she goes.,-,SV,,
3_S01E01_128,3_S01E01_128_c_5,"Oh, God, the marketing team is having another bike meeting.",-,SV,,
3_S01E01_128,3_S01E01_128_c_6,Douchebags.,-,SV,,
3_S01E01_128,3_S01E01_128_c_7,Just another day inside the Gavin Belson cult compound.,-,SV,,
3_S01E01_128,3_S01E01_128_u,"Hey, did you hear what Peter Gregory is doing?",OTHER,SV,0,NONE
3_S01E01_226,3_S01E01_226_c_0,"Hey, wanna check out twig-boy's website?",OTHER,SV,,
3_S01E01_226,3_S01E01_226_c_1,"Yes, I do.",OTHER,SV,,
3_S01E01_226,3_S01E01_226_c_2,You have to download your own media player?,OTHER,SV,,
3_S01E01_226,3_S01E01_226_u,"Oh. Look at me, I traveled back to 2009.",OTHER,SV,1,EMB
3_S01E01_255,3_S01E01_255_c_0,"Hey, Gilfoyle, I thought you were a Satanist?",-,SV,,
3_S01E01_255,3_S01E01_255_c_1,I'm a LaVeyan Satanist,-,SV,,
3_S01E01_255,3_S01E01_255_c_2,with some theistic tendencies.,-,SV,,
3_S01E01_255,3_S01E01_255_c_3,"Oh, some theistic tendencies.",-,SV,,
3_S01E01_255,3_S01E01_255_c_4,"Well then, what's with the cross?",-,SV,,
3_S01E01_255,3_S01E01_255_u,It's an upside down cross.,GILFOYLE,SV,0,NONE
3_S01E01_568,3_S01E01_568_c_0,I'd like for this company to just be different than Hooli,-,SV,,
3_S01E01_568,3_S01E01_568_c_1,"and Goolybib and all the rest, you know?",-,SV,,
3_S01E01_568,3_S01E01_568_c_2,"Like, let's like not turn this into a corporate cult with bike meetings and voluntary retreats that are actually mandatory.",-,SV,,
3_S01E01_568,3_S01E01_568_c_3,And claiming to make the world a better place all the time.,-,SV,,
3_S01E01_568,3_S01E01_568_c_4,"Let's, uh... Let's just think different.",-,SV,,
3_S01E01_568,3_S01E01_568_c_5,"Uh, don't think different. That's Apple.",-,SV,,
3_S01E01_568,3_S01E01_568_c_6,Let's just... Let's just do it.,-,SV,,
3_S01E01_568,3_S01E01_568_c_7,"- That's Nike, man. - I know that's Nike.",-,SV,,
3_S01E01_568,3_S01E01_568_c_8,#NAME?,-,SV,,
3_S01E01_568,3_S01E01_568_c_9,Fuck it. I don't know. Let's just make it... Let's make it happen.,-,SV,,
3_S01E01_568,3_S01E01_568_c_10,"Yeah, agreed.",-,SV,,
3_S01E01_568,3_S01E01_568_u,To his beneficence.,GILFOYLE,SV,0,NONE
3_S01E02_004,3_S01E02_004_c_0,Holy shit.,-,SV,,
3_S01E02_004,3_S01E02_004_c_1,What the fuck is that?,-,SV,,
3_S01E02_004,3_S01E02_004_c_2,"Uh, that is Jared Dunn.",-,SV,,
3_S01E02_004,3_S01E02_004_c_3,He works for Gavin Belson.,-,SV,,
3_S01E02_004,3_S01E02_004_u,Hey. Sorry if I scared you. I know I have somewhat ghost-like features.,OTHER,SV,0,NONE
3_S01E02_324,3_S01E02_324_c_0,"Wait, Richard's getting rid of Big Head? Why?",ERLICH,SV,,
3_S01E02_324,3_S01E02_324_u,"Listen, we all love Big Head. But the truth is, he's not as good of a coder as I am, not as good at system architecture as Gilfoyle, not as good at being a prick as you, no offense.",DINESH,SV,1,EMB
3_S01E02_461,3_S01E02_461_c_0,I'm awake! I'm awake.,-,SV,,
3_S01E02_461,3_S01E02_461_c_1,"- What? - No, no, I wasn't.",-,SV,,
3_S01E02_461,3_S01E02_461_u,I was sleeping. I'm sorry for sleeping and for lying about it.,OTHER,SV,0,NONE
3_S01E03_021,3_S01E03_021_c_0,Why would he announce it so far ahead of the actual rollout?,-,SV,,
3_S01E03_021,3_S01E03_021_c_1,No one does that.,-,SV,,
3_S01E03_021,3_S01E03_021_c_2,"He's got to be doing it just to fuck with us, right?",-,SV,,
3_S01E03_021,3_S01E03_021_c_3,I actually think we're okay. The player I gave them,-,SV,,
3_S01E03_021,3_S01E03_021_c_4,was from a retired repository that was audio only.,-,SV,,
3_S01E03_021,3_S01E03_021_c_5,Video compression is a completely different paradigm.,-,SV,,
